game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Cincinnati
game_37|Gonzaga
game_38|Ole Miss
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|California
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Michigan State
game_51|Ole Miss
game_52|Arizona
game_53|Michigan
game_54|Oklahoma
game_55|NC State
game_56|Marquette
game_57|Saint Louis
game_58|Ole Miss
game_59|Michigan
game_60|Marquette
game_61|Ole Miss
game_62|Michigan
game_63|Ole Miss
name|Zachariah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
