game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Wisconsin
game_39|Harvard
game_40|Iona
game_41|Kansas
game_42|South Dakota State
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|UNLV
game_47|Butler
game_48|Illinois
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Iona
game_53|Kansas
game_54|Georgetown
game_55|UNLV
game_56|Butler
game_57|Missouri
game_58|Iona
game_59|Georgetown
game_60|Butler
game_61|Iona
game_62|Butler
game_63|Iona
name|Seamus the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
