game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|Florida
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Albany
game_51|Wisconsin
game_52|Arizona
game_53|Michigan
game_54|Florida
game_55|Temple
game_56|Pacific
game_57|Albany
game_58|Wisconsin
game_59|Florida
game_60|Temple
game_61|Wisconsin
game_62|Temple
game_63|Temple
name|Damion the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
