game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Ohio State
game_41|Western Kentucky
game_42|VCU
game_43|Northwestern State
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Butler
game_48|Pacific
game_49|Colorado State
game_50|Creighton
game_51|Pittsburgh
game_52|Ohio State
game_53|VCU
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Butler
game_57|Colorado State
game_58|Ohio State
game_59|VCU
game_60|LIU/James Madison
game_61|Colorado State
game_62|LIU/James Madison
game_63|Colorado State
name|Dario the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
