game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Duke
game_37|Pittsburgh
game_38|Kansas State
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Duke
game_51|Kansas State
game_52|Harvard
game_53|Western Kentucky
game_54|Minnesota
game_55|Montana
game_56|Marquette
game_57|Missouri
game_58|Kansas State
game_59|Western Kentucky
game_60|Montana
game_61|Kansas State
game_62|Western Kentucky
game_63|Western Kentucky
name|Quintin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
