game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|San Diego State
game_45|Temple
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Iona
game_53|Western Kentucky
game_54|Northwestern State
game_55|Temple
game_56|Colorado
game_57|Missouri
game_58|Iona
game_59|Northwestern State
game_60|Temple
game_61|Iona
game_62|Northwestern State
game_63|Iona
name|Orlando the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
