game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Southern
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Cincinnati
game_51|Southern
game_52|Notre Dame
game_53|Kansas
game_54|Oklahoma
game_55|California
game_56|Bucknell
game_57|Missouri
game_58|Southern
game_59|Kansas
game_60|Bucknell
game_61|Southern
game_62|Kansas
game_63|Kansas
name|Elisha the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
