game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Miami
game_49|Missouri
game_50|Memphis
game_51|Gonzaga
game_52|Arizona
game_53|Western Kentucky
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Bucknell
game_57|Memphis
game_58|Arizona
game_59|Western Kentucky
game_60|Bucknell
game_61|Arizona
game_62|Bucknell
game_63|Arizona
name|Natalia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
