game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Albany
game_51|Ole Miss
game_52|Arizona
game_53|Akron
game_54|Minnesota
game_55|Indiana
game_56|Marquette
game_57|Albany
game_58|Arizona
game_59|Akron
game_60|Marquette
game_61|Arizona
game_62|Marquette
game_63|Marquette
name|Rogelio the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
