game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|San Diego State
game_45|Indiana
game_46|California
game_47|Marquette
game_48|Pacific
game_49|Oregon
game_50|Duke
game_51|Pittsburgh
game_52|Ohio State
game_53|VCU
game_54|San Diego State
game_55|Indiana
game_56|Marquette
game_57|Duke
game_58|Ohio State
game_59|San Diego State
game_60|Marquette
game_61|Duke
game_62|San Diego State
game_63|San Diego State
name|Jordy the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
