game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Pacific
game_49|Colorado State
game_50|Albany
game_51|Wisconsin
game_52|Harvard
game_53|Kansas
game_54|Florida GC
game_55|NC State
game_56|Butler
game_57|Colorado State
game_58|Wisconsin
game_59|Kansas
game_60|Butler
game_61|Colorado State
game_62|Butler
game_63|Butler
name|Dandre the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
