game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Villanova
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Belmont
game_53|VCU
game_54|Florida
game_55|NC State
game_56|Marquette
game_57|Valparaiso
game_58|Belmont
game_59|VCU
game_60|NC State
game_61|Belmont
game_62|NC State
game_63|Belmont
name|Ahmad the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
