game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iona
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Cincinnati
game_51|Gonzaga
game_52|New Mexico
game_53|Western Kentucky
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Illinois
game_57|Missouri
game_58|Gonzaga
game_59|Western Kentucky
game_60|Illinois
game_61|Gonzaga
game_62|Western Kentucky
game_63|Western Kentucky
name|Jovan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
