game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Southern
game_38|Wisconsin
game_39|Harvard
game_40|Ohio State
game_41|North Carolina
game_42|VCU
game_43|Florida
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Cincinnati
game_51|Southern
game_52|Ohio State
game_53|VCU
game_54|Georgetown
game_55|Indiana
game_56|Colorado
game_57|Cincinnati
game_58|Southern
game_59|Georgetown
game_60|Colorado
game_61|Cincinnati
game_62|Georgetown
game_63|Georgetown
name|Jaron the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
