game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Colorado State
game_50|Creighton
game_51|Southern
game_52|Notre Dame
game_53|Villanova
game_54|Florida GC
game_55|Indiana
game_56|Marquette
game_57|Creighton
game_58|Notre Dame
game_59|Florida GC
game_60|Indiana
game_61|Notre Dame
game_62|Indiana
game_63|Indiana
name|Cedric the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
