game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Albany
game_37|Pittsburgh
game_38|Kansas State
game_39|Harvard
game_40|Iona
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|California
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Michigan State
game_51|Pittsburgh
game_52|Iona
game_53|Villanova
game_54|Florida GC
game_55|Indiana
game_56|Illinois
game_57|Michigan State
game_58|Iona
game_59|Villanova
game_60|Indiana
game_61|Iona
game_62|Villanova
game_63|Villanova
name|Lilliana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
