game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iona
game_41|North Carolina
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|California
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Duke
game_51|Boise State/La Salle
game_52|Iona
game_53|North Carolina
game_54|Florida GC
game_55|California
game_56|Illinois
game_57|Duke
game_58|Iona
game_59|North Carolina
game_60|California
game_61|Duke
game_62|North Carolina
game_63|North Carolina
name|Ari the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
