game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|Villanova
game_42|Michigan
game_43|Florida
game_44|Oklahoma
game_45|Indiana
game_46|Montana
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Cincinnati
game_51|Wichita State
game_52|Ohio State
game_53|Villanova
game_54|Florida
game_55|Montana
game_56|Illinois
game_57|Cincinnati
game_58|Wichita State
game_59|Florida
game_60|Illinois
game_61|Cincinnati
game_62|Illinois
game_63|Cincinnati
name|Davis the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
