game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Gonzaga
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|Oklahoma
game_45|Temple
game_46|Montana
game_47|Davidson
game_48|Pacific
game_49|Saint Louis
game_50|Duke
game_51|Kansas State
game_52|Iona
game_53|Kansas
game_54|Florida
game_55|Montana
game_56|Davidson
game_57|Duke
game_58|Iona
game_59|Florida
game_60|Davidson
game_61|Iona
game_62|Davidson
game_63|Iona
name|Vaughn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
