game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Notre Dame
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Florida GC
game_45|NC State
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Saint Louis
game_50|Duke
game_51|Pittsburgh
game_52|Notre Dame
game_53|North Carolina
game_54|Minnesota
game_55|NC State
game_56|Bucknell
game_57|Saint Louis
game_58|Pittsburgh
game_59|Minnesota
game_60|Bucknell
game_61|Pittsburgh
game_62|Minnesota
game_63|Pittsburgh
name|Elyse the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
