game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Duke
game_37|Southern
game_38|Boise State/La Salle
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|VCU
game_43|Northwestern State
game_44|San Diego State
game_45|Indiana
game_46|UNLV
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Duke
game_51|Southern
game_52|Harvard
game_53|VCU
game_54|Northwestern State
game_55|Indiana
game_56|Butler
game_57|Missouri
game_58|Harvard
game_59|Northwestern State
game_60|Butler
game_61|Harvard
game_62|Butler
game_63|Butler
name|Kenna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
