game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|LIU/James Madison
game_46|California
game_47|Marquette
game_48|Illinois
game_49|Colorado State
game_50|Cincinnati
game_51|Boise State/La Salle
game_52|Arizona
game_53|Kansas
game_54|UCLA
game_55|LIU/James Madison
game_56|Marquette
game_57|Cincinnati
game_58|Boise State/La Salle
game_59|UCLA
game_60|LIU/James Madison
game_61|Boise State/La Salle
game_62|UCLA
game_63|UCLA
name|Lance the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
