game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|LIU/James Madison
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Albany
game_51|Kansas State
game_52|New Mexico
game_53|Kansas
game_54|San Diego State
game_55|LIU/James Madison
game_56|Marquette
game_57|Missouri
game_58|Kansas State
game_59|Kansas
game_60|LIU/James Madison
game_61|Missouri
game_62|Kansas
game_63|Kansas
name|Sonia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
