game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Iona
game_41|Western Kentucky
game_42|South Dakota State
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Memphis
game_51|Wisconsin
game_52|Iona
game_53|Western Kentucky
game_54|Georgetown
game_55|Montana
game_56|Colorado
game_57|Memphis
game_58|Wisconsin
game_59|Western Kentucky
game_60|Montana
game_61|Memphis
game_62|Montana
game_63|Montana
name|Ryan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
