game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Southern
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Villanova
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|Montana
game_47|Davidson
game_48|Colorado
game_49|Missouri
game_50|Valparaiso
game_51|Southern
game_52|Harvard
game_53|Villanova
game_54|Minnesota
game_55|Montana
game_56|Davidson
game_57|Valparaiso
game_58|Harvard
game_59|Villanova
game_60|Montana
game_61|Valparaiso
game_62|Villanova
game_63|Valparaiso
name|Gannon the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
