game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|Villanova
game_42|Michigan
game_43|Northwestern State
game_44|San Diego State
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Illinois
game_49|Oklahoma State
game_50|Memphis
game_51|Boise State/La Salle
game_52|Ohio State
game_53|Michigan
game_54|San Diego State
game_55|UNLV
game_56|Illinois
game_57|Oklahoma State
game_58|Boise State/La Salle
game_59|San Diego State
game_60|Illinois
game_61|Oklahoma State
game_62|Illinois
game_63|Illinois
name|Jimena the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
