game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Southern
game_38|Ole Miss
game_39|Harvard
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|Indiana
game_46|UNLV
game_47|Marquette
game_48|Miami
game_49|Saint Louis
game_50|Duke
game_51|Ole Miss
game_52|Ohio State
game_53|Villanova
game_54|Florida
game_55|Indiana
game_56|Marquette
game_57|Duke
game_58|Ohio State
game_59|Villanova
game_60|Indiana
game_61|Ohio State
game_62|Indiana
game_63|Ohio State
name|Heaven the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
