game_1|Michigan State
game_2|Memphis
game_3|Louisville
game_4|New Mexico
game_5|Marquette
game_6|Murray State
game_7|Virginia
game_8|Missouri
game_9|Kentucky
game_10|Iowa State
game_11|Indiana
game_12|VCU
game_13|Baylor
game_14|Colorado
game_15|Notre Dame
game_16|Lehigh
game_17|Lamar/Vermont
game_18|Alabama
game_19|Ohio
game_20|California/South Florida
game_21|Belmont
game_22|San Diego State
game_23|Purdue
game_24|Kansas
game_25|UNC Asheville
game_26|Kansas State
game_27|Wisconsin
game_28|Vanderbilt
game_29|St Bonaventure
game_30|Texas
game_31|Gonzaga
game_32|Loyola Maryland
game_33|Michigan State
game_34|New Mexico
game_35|Marquette
game_36|Virginia
game_37|Iowa State
game_38|Indiana
game_39|Colorado
game_40|Notre Dame
game_41|Alabama
game_42|Ohio
game_43|San Diego State
game_44|Purdue
game_45|Kansas State
game_46|Wisconsin
game_47|Texas
game_48|Loyola Maryland
game_49|New Mexico
game_50|Virginia
game_51|Indiana
game_52|Colorado
game_53|Ohio
game_54|San Diego State
game_55|Kansas State
game_56|Texas
game_57|New Mexico
game_58|Indiana
game_59|Ohio
game_60|Texas
game_61|Indiana
game_62|Texas
game_63|Texas
name|Gunner the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
