game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Illinois
game_49|Oregon
game_50|Duke
game_51|Pittsburgh
game_52|Arizona
game_53|South Dakota State
game_54|UCLA
game_55|Temple
game_56|Illinois
game_57|Duke
game_58|Pittsburgh
game_59|UCLA
game_60|Illinois
game_61|Pittsburgh
game_62|Illinois
game_63|Illinois
name|Levi the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
