game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|Florida
game_44|Florida GC
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Michigan State
game_51|Pittsburgh
game_52|Iona
game_53|Kansas
game_54|Florida
game_55|NC State
game_56|Butler
game_57|Michigan State
game_58|Iona
game_59|Kansas
game_60|NC State
game_61|Michigan State
game_62|Kansas
game_63|Kansas
name|Corinne the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
