game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Iona
game_41|North Carolina
game_42|South Dakota State
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Colorado
game_49|Colorado State
game_50|Valparaiso
game_51|Ole Miss
game_52|Belmont
game_53|South Dakota State
game_54|UCLA
game_55|Montana
game_56|Bucknell
game_57|Colorado State
game_58|Belmont
game_59|UCLA
game_60|Bucknell
game_61|Colorado State
game_62|Bucknell
game_63|Colorado State
name|Edwin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
