game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|New Mexico
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|San Diego State
game_45|NC State
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Colorado State
game_50|Valparaiso
game_51|Pittsburgh
game_52|New Mexico
game_53|Akron
game_54|Florida
game_55|NC State
game_56|Bucknell
game_57|Valparaiso
game_58|New Mexico
game_59|Florida
game_60|NC State
game_61|New Mexico
game_62|NC State
game_63|New Mexico
name|Owen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
