game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Harvard
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Memphis
game_51|Gonzaga
game_52|Harvard
game_53|Kansas
game_54|Minnesota
game_55|Syracuse
game_56|Bucknell
game_57|Memphis
game_58|Harvard
game_59|Minnesota
game_60|Bucknell
game_61|Harvard
game_62|Minnesota
game_63|Harvard
name|Jeremiah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
