game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|VCU
game_43|Florida
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|New Mexico State
game_50|Creighton
game_51|Gonzaga
game_52|Arizona
game_53|VCU
game_54|Florida
game_55|UNLV
game_56|Bucknell
game_57|Creighton
game_58|Arizona
game_59|Florida
game_60|Bucknell
game_61|Creighton
game_62|Florida
game_63|Creighton
name|Thalia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
