game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Harvard
game_40|Iowa State
game_41|Villanova
game_42|South Dakota State
game_43|Northwestern State
game_44|Georgetown
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Miami
game_49|Oklahoma State
game_50|Memphis
game_51|Wichita State
game_52|Iowa State
game_53|Villanova
game_54|Northwestern State
game_55|Indiana
game_56|Butler
game_57|Oklahoma State
game_58|Wichita State
game_59|Northwestern State
game_60|Indiana
game_61|Wichita State
game_62|Indiana
game_63|Wichita State
name|Colleen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
