game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Southern
game_38|Ole Miss
game_39|Arizona
game_40|Iowa State
game_41|Villanova
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Miami
game_49|Saint Louis
game_50|Cincinnati
game_51|Ole Miss
game_52|Arizona
game_53|South Dakota State
game_54|Florida GC
game_55|Temple
game_56|Miami
game_57|Cincinnati
game_58|Ole Miss
game_59|Florida GC
game_60|Temple
game_61|Ole Miss
game_62|Temple
game_63|Ole Miss
name|Christina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
