game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Arizona
game_40|Iona
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Illinois
game_49|New Mexico State
game_50|Michigan State
game_51|Wisconsin
game_52|Arizona
game_53|VCU
game_54|Minnesota
game_55|NC State
game_56|Illinois
game_57|Michigan State
game_58|Wisconsin
game_59|VCU
game_60|Illinois
game_61|Michigan State
game_62|VCU
game_63|VCU
name|Essence the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
