game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|San Diego State
game_45|Temple
game_46|California
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Cincinnati
game_51|Pittsburgh
game_52|Arizona
game_53|Michigan
game_54|San Diego State
game_55|Temple
game_56|Davidson
game_57|Cincinnati
game_58|Arizona
game_59|Michigan
game_60|Davidson
game_61|Arizona
game_62|Michigan
game_63|Arizona
name|Kellie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
