game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|South Dakota State
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Albany
game_51|Wichita State
game_52|Ohio State
game_53|South Dakota State
game_54|UCLA
game_55|Temple
game_56|Marquette
game_57|Missouri
game_58|Ohio State
game_59|South Dakota State
game_60|Temple
game_61|Missouri
game_62|Temple
game_63|Temple
name|Diane the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
