game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Iowa State
game_41|North Carolina
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|Indiana
game_46|California
game_47|Butler
game_48|Illinois
game_49|New Mexico State
game_50|Creighton
game_51|Kansas State
game_52|New Mexico
game_53|North Carolina
game_54|UCLA
game_55|Indiana
game_56|Butler
game_57|Creighton
game_58|Kansas State
game_59|North Carolina
game_60|Indiana
game_61|Creighton
game_62|Indiana
game_63|Indiana
name|Ross the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
