game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|North Carolina
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Marquette
game_48|Miami
game_49|New Mexico State
game_50|Memphis
game_51|Southern
game_52|Ohio State
game_53|North Carolina
game_54|UCLA
game_55|Montana
game_56|Marquette
game_57|Memphis
game_58|Ohio State
game_59|UCLA
game_60|Marquette
game_61|Ohio State
game_62|UCLA
game_63|Ohio State
name|Raven the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
