game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Butler
game_48|Pacific
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Kansas State
game_52|Ohio State
game_53|Akron
game_54|Oklahoma
game_55|Temple
game_56|Pacific
game_57|Middle Tenn/St Marys
game_58|Ohio State
game_59|Oklahoma
game_60|Temple
game_61|Ohio State
game_62|Temple
game_63|Ohio State
name|Katrina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
