game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Pittsburgh
game_38|Kansas State
game_39|Harvard
game_40|Notre Dame
game_41|North Carolina
game_42|Akron
game_43|Florida
game_44|San Diego State
game_45|LIU/James Madison
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Pittsburgh
game_52|Harvard
game_53|North Carolina
game_54|Florida
game_55|Syracuse
game_56|Colorado
game_57|Middle Tenn/St Marys
game_58|Pittsburgh
game_59|Florida
game_60|Colorado
game_61|Middle Tenn/St Marys
game_62|Colorado
game_63|Middle Tenn/St Marys
name|Carmen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
