game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Miami
game_49|Missouri
game_50|Duke
game_51|Boise State/La Salle
game_52|Iowa State
game_53|Kansas
game_54|Oklahoma
game_55|Indiana
game_56|Miami
game_57|Duke
game_58|Iowa State
game_59|Kansas
game_60|Indiana
game_61|Duke
game_62|Kansas
game_63|Duke
name|Jaylan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
