game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Colorado
game_49|Saint Louis
game_50|Albany
game_51|Pittsburgh
game_52|Harvard
game_53|North Carolina
game_54|Georgetown
game_55|Temple
game_56|Colorado
game_57|Saint Louis
game_58|Pittsburgh
game_59|North Carolina
game_60|Colorado
game_61|Saint Louis
game_62|North Carolina
game_63|Saint Louis
name|Trevion the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
