game_1|Michigan State
game_2|Memphis
game_3|Louisville
game_4|Long Beach State
game_5|BYU/Iona
game_6|Colorado State
game_7|Virginia
game_8|Norfolk State
game_9|Kentucky
game_10|Connecticut
game_11|New Mexico State
game_12|Wichita State
game_13|South Dakota State
game_14|Colorado
game_15|Xavier
game_16|Lehigh
game_17|North Carolina
game_18|Creighton
game_19|Ohio
game_20|Temple
game_21|Belmont
game_22|NC State
game_23|Saint Marys
game_24|Detroit
game_25|UNC Asheville
game_26|Kansas State
game_27|Montana
game_28|Harvard
game_29|St Bonaventure
game_30|Texas
game_31|West Virginia
game_32|Ohio State
game_33|Michigan State
game_34|Louisville
game_35|BYU/Iona
game_36|Virginia
game_37|Kentucky
game_38|Wichita State
game_39|Colorado
game_40|Lehigh
game_41|Creighton
game_42|Ohio
game_43|Belmont
game_44|Detroit
game_45|UNC Asheville
game_46|Montana
game_47|Texas
game_48|West Virginia
game_49|Louisville
game_50|Virginia
game_51|Kentucky
game_52|Lehigh
game_53|Ohio
game_54|Belmont
game_55|UNC Asheville
game_56|West Virginia
game_57|Louisville
game_58|Kentucky
game_59|Ohio
game_60|West Virginia
game_61|Kentucky
game_62|Ohio
game_63|Ohio
name|Nicole the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
