game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|California
game_47|Butler
game_48|Illinois
game_49|Missouri
game_50|Duke
game_51|Pittsburgh
game_52|Iona
game_53|Western Kentucky
game_54|Oklahoma
game_55|California
game_56|Butler
game_57|Duke
game_58|Pittsburgh
game_59|Oklahoma
game_60|Butler
game_61|Pittsburgh
game_62|Oklahoma
game_63|Oklahoma
name|Rebeca the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
