game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Ole Miss
game_39|Belmont
game_40|Iona
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|Temple
game_46|California
game_47|Davidson
game_48|Colorado
game_49|Missouri
game_50|Valparaiso
game_51|Southern
game_52|Iona
game_53|Akron
game_54|Florida
game_55|Temple
game_56|Davidson
game_57|Missouri
game_58|Southern
game_59|Akron
game_60|Davidson
game_61|Missouri
game_62|Akron
game_63|Akron
name|Koby the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
