game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Louisville
game_34|Saint Louis
game_35|Memphis
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Temple
game_46|UNLV
game_47|Bucknell
game_48|Miami
game_49|Louisville
game_50|Memphis
game_51|Pittsburgh
game_52|Harvard
game_53|Western Kentucky
game_54|Oklahoma
game_55|UNLV
game_56|Miami
game_57|Memphis
game_58|Harvard
game_59|Western Kentucky
game_60|Miami
game_61|Memphis
game_62|Miami
game_63|Memphis
name|Felicia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
