game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|Syracuse
game_47|Marquette
game_48|Colorado
game_49|Oregon
game_50|Valparaiso
game_51|Gonzaga
game_52|Iowa State
game_53|Western Kentucky
game_54|Florida GC
game_55|Syracuse
game_56|Marquette
game_57|Valparaiso
game_58|Iowa State
game_59|Western Kentucky
game_60|Marquette
game_61|Valparaiso
game_62|Marquette
game_63|Marquette
name|Layla the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
