game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Creighton
game_51|Boise State/La Salle
game_52|New Mexico
game_53|VCU
game_54|Florida GC
game_55|UNLV
game_56|Davidson
game_57|Missouri
game_58|Boise State/La Salle
game_59|VCU
game_60|UNLV
game_61|Missouri
game_62|UNLV
game_63|UNLV
name|Jolie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
