game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Syracuse
game_47|Davidson
game_48|Miami
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Harvard
game_53|Western Kentucky
game_54|Oklahoma
game_55|LIU/James Madison
game_56|Davidson
game_57|Valparaiso
game_58|Wisconsin
game_59|Oklahoma
game_60|LIU/James Madison
game_61|Wisconsin
game_62|Oklahoma
game_63|Wisconsin
name|Briana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
