game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|VCU
game_43|Northwestern State
game_44|Georgetown
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Illinois
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Iowa State
game_53|VCU
game_54|Northwestern State
game_55|Indiana
game_56|Illinois
game_57|Valparaiso
game_58|Wisconsin
game_59|Northwestern State
game_60|Illinois
game_61|Valparaiso
game_62|Illinois
game_63|Illinois
name|Jovani the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
