game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Colorado State
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Harvard
game_53|VCU
game_54|Oklahoma
game_55|Temple
game_56|Miami
game_57|Colorado State
game_58|Boise State/La Salle
game_59|Oklahoma
game_60|Temple
game_61|Colorado State
game_62|Temple
game_63|Colorado State
name|Olivia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
