game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Ole Miss
game_39|New Mexico
game_40|Iona
game_41|Villanova
game_42|VCU
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Ole Miss
game_52|Iona
game_53|Villanova
game_54|Northwestern State
game_55|Temple
game_56|Davidson
game_57|Middle Tenn/St Marys
game_58|Iona
game_59|Villanova
game_60|Temple
game_61|Middle Tenn/St Marys
game_62|Temple
game_63|Middle Tenn/St Marys
name|Dashawn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
