game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|San Diego State
game_45|Temple
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Wichita State
game_52|Notre Dame
game_53|Western Kentucky
game_54|Northwestern State
game_55|Syracuse
game_56|Butler
game_57|Middle Tenn/St Marys
game_58|Notre Dame
game_59|Western Kentucky
game_60|Syracuse
game_61|Notre Dame
game_62|Syracuse
game_63|Syracuse
name|Kyler the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
