game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Albany
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Iona
game_41|Kansas
game_42|Michigan
game_43|UCLA
game_44|Oklahoma
game_45|Indiana
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|Saint Louis
game_50|Albany
game_51|Wichita State
game_52|Harvard
game_53|Kansas
game_54|Oklahoma
game_55|UNLV
game_56|Pacific
game_57|Albany
game_58|Wichita State
game_59|Oklahoma
game_60|UNLV
game_61|Wichita State
game_62|Oklahoma
game_63|Oklahoma
name|Angelica the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
