game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Butler
game_48|Illinois
game_49|Colorado State
game_50|Creighton
game_51|Pittsburgh
game_52|Arizona
game_53|Kansas
game_54|Oklahoma
game_55|Montana
game_56|Illinois
game_57|Colorado State
game_58|Arizona
game_59|Kansas
game_60|Illinois
game_61|Arizona
game_62|Illinois
game_63|Illinois
name|Warren the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
