game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Kansas
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Bucknell
game_48|Colorado
game_49|Oklahoma State
game_50|Cincinnati
game_51|Kansas State
game_52|Ohio State
game_53|Kansas
game_54|Minnesota
game_55|Syracuse
game_56|Bucknell
game_57|Oklahoma State
game_58|Ohio State
game_59|Minnesota
game_60|Syracuse
game_61|Ohio State
game_62|Minnesota
game_63|Minnesota
name|Taniyah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
