game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Kansas State
game_39|Belmont
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|Northwestern State
game_44|San Diego State
game_45|NC State
game_46|California
game_47|Butler
game_48|Colorado
game_49|New Mexico State
game_50|Albany
game_51|Kansas State
game_52|Belmont
game_53|Villanova
game_54|Northwestern State
game_55|NC State
game_56|Colorado
game_57|New Mexico State
game_58|Belmont
game_59|Villanova
game_60|Colorado
game_61|New Mexico State
game_62|Colorado
game_63|Colorado
name|Reid the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
