game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|South Dakota State
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|California
game_47|Butler
game_48|Illinois
game_49|Colorado State
game_50|Cincinnati
game_51|Gonzaga
game_52|Arizona
game_53|South Dakota State
game_54|Minnesota
game_55|NC State
game_56|Butler
game_57|Cincinnati
game_58|Arizona
game_59|South Dakota State
game_60|Butler
game_61|Cincinnati
game_62|South Dakota State
game_63|Cincinnati
name|Bella the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
