game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|San Diego State
game_45|NC State
game_46|UNLV
game_47|Bucknell
game_48|Illinois
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Pittsburgh
game_52|New Mexico
game_53|Kansas
game_54|San Diego State
game_55|NC State
game_56|Illinois
game_57|Middle Tenn/St Marys
game_58|New Mexico
game_59|San Diego State
game_60|NC State
game_61|Middle Tenn/St Marys
game_62|NC State
game_63|NC State
name|Davin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
