game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|VCU
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Cincinnati
game_51|Wichita State
game_52|Ohio State
game_53|VCU
game_54|San Diego State
game_55|Indiana
game_56|Illinois
game_57|Cincinnati
game_58|Wichita State
game_59|VCU
game_60|Indiana
game_61|Wichita State
game_62|Indiana
game_63|Indiana
name|Brian the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
