game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Florida GC
game_45|NC State
game_46|California
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Cincinnati
game_51|Wisconsin
game_52|Ohio State
game_53|Kansas
game_54|Florida GC
game_55|California
game_56|Butler
game_57|Cincinnati
game_58|Wisconsin
game_59|Florida GC
game_60|Butler
game_61|Wisconsin
game_62|Florida GC
game_63|Florida GC
name|Krystal the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
